RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06057 | Nevada County, California",6,57,"06091 | Sierra County, California",6,91,Estimate,35
"06063 | Plumas County, California",6,63,"06057 | Nevada County, California",6,57,Estimate,35
"06063 | Plumas County, California",6,63,"06091 | Sierra County, California",6,91,Estimate,35
"06065 | Riverside County, California",6,65,"06041 | Marin County, California",6,41,Estimate,35
"06065 | Riverside County, California",6,65,"06099 | Stanislaus County, California",6,99,Estimate,35
"06067 | Sacramento County, California",6,67,"06025 | Imperial County, California",6,25,Estimate,35
"06067 | Sacramento County, California",6,67,"06103 | Tehama County, California",6,103,Estimate,35
"06071 | San Bernardino County, California",6,71,"06077 | San Joaquin County, California",6,77,Estimate,35
"06071 | San Bernardino County, California",6,71,"06079 | San Luis Obispo County, California",6,79,Estimate,35
"06073 | San Diego County, California",6,73,"06013 | Contra Costa County, California",6,13,Estimate,35
"06073 | San Diego County, California",6,73,"06019 | Fresno County, California",6,19,Estimate,35
"06073 | San Diego County, California",6,73,"06097 | Sonoma County, California",6,97,Estimate,35
"06075 | San Francisco County, California",6,75,"06023 | Humboldt County, California",6,23,Estimate,35
"06075 | San Francisco County, California",6,75,"06071 | San Bernardino County, California",6,71,Estimate,35
"06081 | San Mateo County, California",6,81,"06047 | Merced County, California",6,47,Estimate,35
"06085 | Santa Clara County, California",6,85,"06021 | Glenn County, California",6,21,Estimate,35
"06085 | Santa Clara County, California",6,85,"06089 | Shasta County, California",6,89,Estimate,35
"06087 | Santa Cruz County, California",6,87,"06065 | Riverside County, California",6,65,Estimate,35
"06089 | Shasta County, California",6,89,"06013 | Contra Costa County, California",6,13,Estimate,35
"06089 | Shasta County, California",6,89,"06037 | Los Angeles County, California",6,37,Estimate,35
"06093 | Siskiyou County, California",6,93,"06057 | Nevada County, California",6,57,Estimate,35
"06095 | Solano County, California",6,95,"06005 | Amador County, California",6,5,Estimate,35
"06095 | Solano County, California",6,95,"06029 | Kern County, California",6,29,Estimate,35
"06095 | Solano County, California",6,95,"06071 | San Bernardino County, California",6,71,Estimate,35
"06095 | Solano County, California",6,95,"06101 | Sutter County, California",6,101,Estimate,35
"06097 | Sonoma County, California",6,97,"06023 | Humboldt County, California",6,23,Estimate,35
"06097 | Sonoma County, California",6,97,"06039 | Madera County, California",6,39,Estimate,35
"06097 | Sonoma County, California",6,97,"06087 | Santa Cruz County, California",6,87,Estimate,35
"06099 | Stanislaus County, California",6,99,"06041 | Marin County, California",6,41,Estimate,35
"06099 | Stanislaus County, California",6,99,"06057 | Nevada County, California",6,57,Estimate,35
"06099 | Stanislaus County, California",6,99,"06097 | Sonoma County, California",6,97,Estimate,35
"06101 | Sutter County, California",6,101,"06019 | Fresno County, California",6,19,Estimate,35
"06101 | Sutter County, California",6,101,"06103 | Tehama County, California",6,103,Estimate,35
"06103 | Tehama County, California",6,103,"06023 | Humboldt County, California",6,23,Estimate,35
"06105 | Trinity County, California",6,105,"06103 | Tehama County, California",6,103,Estimate,35
"06107 | Tulare County, California",6,107,"06075 | San Francisco County, California",6,75,Estimate,35
"06111 | Ventura County, California",6,111,"06053 | Monterey County, California",6,53,Estimate,35
"06115 | Yuba County, California",6,115,"06055 | Napa County, California",6,55,Estimate,35
"06005 | Amador County, California",6,5,"06007 | Butte County, California",6,7,Estimate,30
"06007 | Butte County, California",6,7,"06037 | Los Angeles County, California",6,37,Estimate,30
"06007 | Butte County, California",6,7,"06047 | Merced County, California",6,47,Estimate,30
"06011 | Colusa County, California",6,11,"06097 | Sonoma County, California",6,97,Estimate,30
"06017 | El Dorado County, California",6,17,"06059 | Orange County, California",6,59,Estimate,30
"06021 | Glenn County, California",6,21,"06029 | Kern County, California",6,29,Estimate,30
"06021 | Glenn County, California",6,21,"06085 | Santa Clara County, California",6,85,Estimate,30
"06021 | Glenn County, California",6,21,"06095 | Solano County, California",6,95,Estimate,30
"06023 | Humboldt County, California",6,23,"06037 | Los Angeles County, California",6,37,Estimate,30
"06029 | Kern County, California",6,29,"06097 | Sonoma County, California",6,97,Estimate,30
"06031 | Kings County, California",6,31,"06095 | Solano County, California",6,95,Estimate,30
"06037 | Los Angeles County, California",6,37,"06009 | Calaveras County, California",6,9,Estimate,30
"06037 | Los Angeles County, California",6,37,"06063 | Plumas County, California",6,63,Estimate,30
"06037 | Los Angeles County, California",6,37,"06103 | Tehama County, California",6,103,Estimate,30
"06045 | Mendocino County, California",6,45,"06055 | Napa County, California",6,55,Estimate,30
"06053 | Monterey County, California",6,53,"06065 | Riverside County, California",6,65,Estimate,30
"06055 | Napa County, California",6,55,"06065 | Riverside County, California",6,65,Estimate,30
"06055 | Napa County, California",6,55,"06107 | Tulare County, California",6,107,Estimate,30
"06059 | Orange County, California",6,59,"06055 | Napa County, California",6,55,Estimate,30
"06059 | Orange County, California",6,59,"06077 | San Joaquin County, California",6,77,Estimate,30
"06061 | Placer County, California",6,61,"06087 | Santa Cruz County, California",6,87,Estimate,30
"06061 | Placer County, California",6,61,"06089 | Shasta County, California",6,89,Estimate,30
"06061 | Placer County, California",6,61,"06103 | Tehama County, California",6,103,Estimate,30
"06061 | Placer County, California",6,61,"06109 | Tuolumne County, California",6,109,Estimate,30
"06063 | Plumas County, California",6,63,"06007 | Butte County, California",6,7,Estimate,30
"06063 | Plumas County, California",6,63,"06017 | El Dorado County, California",6,17,Estimate,30
"06063 | Plumas County, California",6,63,"06055 | Napa County, California",6,55,Estimate,30
"06063 | Plumas County, California",6,63,"06061 | Placer County, California",6,61,Estimate,30
"06065 | Riverside County, California",6,65,"06027 | Inyo County, California",6,27,Estimate,30
"06065 | Riverside County, California",6,65,"06045 | Mendocino County, California",6,45,Estimate,30
"06067 | Sacramento County, California",6,67,"06031 | Kings County, California",6,31,Estimate,30
"06067 | Sacramento County, California",6,67,"06079 | San Luis Obispo County, California",6,79,Estimate,30
"06069 | San Benito County, California",6,69,"06067 | Sacramento County, California",6,67,Estimate,30
"06069 | San Benito County, California",6,69,"06077 | San Joaquin County, California",6,77,Estimate,30
"06071 | San Bernardino County, California",6,71,"06087 | Santa Cruz County, California",6,87,Estimate,30
"06073 | San Diego County, California",6,73,"06051 | Mono County, California",6,51,Estimate,30
"06073 | San Diego County, California",6,73,"06113 | Yolo County, California",6,113,Estimate,30
"06075 | San Francisco County, California",6,75,"06007 | Butte County, California",6,7,Estimate,30
"06075 | San Francisco County, California",6,75,"06069 | San Benito County, California",6,69,Estimate,30
"06079 | San Luis Obispo County, California",6,79,"06071 | San Bernardino County, California",6,71,Estimate,30
"06081 | San Mateo County, California",6,81,"06007 | Butte County, California",6,7,Estimate,30
"06081 | San Mateo County, California",6,81,"06111 | Ventura County, California",6,111,Estimate,30
"06085 | Santa Clara County, California",6,85,"06029 | Kern County, California",6,29,Estimate,30
"06087 | Santa Cruz County, California",6,87,"06007 | Butte County, California",6,7,Estimate,30
"06089 | Shasta County, California",6,89,"06055 | Napa County, California",6,55,Estimate,30
"06093 | Siskiyou County, California",6,93,"06049 | Modoc County, California",6,49,Estimate,30
"06093 | Siskiyou County, California",6,93,"06073 | San Diego County, California",6,73,Estimate,30
"06093 | Siskiyou County, California",6,93,"06097 | Sonoma County, California",6,97,Estimate,30
"06095 | Solano County, California",6,95,"06009 | Calaveras County, California",6,9,Estimate,30
"06095 | Solano County, California",6,95,"06053 | Monterey County, California",6,53,Estimate,30
"06097 | Sonoma County, California",6,97,"06017 | El Dorado County, California",6,17,Estimate,30
"06097 | Sonoma County, California",6,97,"06057 | Nevada County, California",6,57,Estimate,30
"06099 | Stanislaus County, California",6,99,"06079 | San Luis Obispo County, California",6,79,Estimate,30
"06101 | Sutter County, California",6,101,"06029 | Kern County, California",6,29,Estimate,30
"06101 | Sutter County, California",6,101,"06053 | Monterey County, California",6,53,Estimate,30
"06103 | Tehama County, California",6,103,"06073 | San Diego County, California",6,73,Estimate,30
"06107 | Tulare County, California",6,107,"06013 | Contra Costa County, California",6,13,Estimate,30
"06109 | Tuolumne County, California",6,109,"06029 | Kern County, California",6,29,Estimate,30
"06001 | Alameda County, California",6,1,"06017 | El Dorado County, California",6,17,Estimate,25
"06001 | Alameda County, California",6,1,"06057 | Nevada County, California",6,57,Estimate,25
"06001 | Alameda County, California",6,1,"06065 | Riverside County, California",6,65,Estimate,25
"06005 | Amador County, California",6,5,"06075 | San Francisco County, California",6,75,Estimate,25
"06005 | Amador County, California",6,5,"06107 | Tulare County, California",6,107,Estimate,25
"06007 | Butte County, California",6,7,"06019 | Fresno County, California",6,19,Estimate,25
"06007 | Butte County, California",6,7,"06023 | Humboldt County, California",6,23,Estimate,25
"06007 | Butte County, California",6,7,"06043 | Mariposa County, California",6,43,Estimate,25
"06007 | Butte County, California",6,7,"06059 | Orange County, California",6,59,Estimate,25
"06007 | Butte County, California",6,7,"06079 | San Luis Obispo County, California",6,79,Estimate,25
"06007 | Butte County, California",6,7,"06105 | Trinity County, California",6,105,Estimate,25
"06009 | Calaveras County, California",6,9,"06087 | Santa Cruz County, California",6,87,Estimate,25
"06013 | Contra Costa County, California",6,13,"06009 | Calaveras County, California",6,9,Estimate,25
"06019 | Fresno County, California",6,19,"06055 | Napa County, California",6,55,Estimate,25
"06019 | Fresno County, California",6,19,"06071 | San Bernardino County, California",6,71,Estimate,25
"06029 | Kern County, California",6,29,"06047 | Merced County, California",6,47,Estimate,25
"06029 | Kern County, California",6,29,"06063 | Plumas County, California",6,63,Estimate,25
"06031 | Kings County, California",6,31,"06077 | San Joaquin County, California",6,77,Estimate,25
"06033 | Lake County, California",6,33,"06011 | Colusa County, California",6,11,Estimate,25
"06033 | Lake County, California",6,33,"06057 | Nevada County, California",6,57,Estimate,25
"06037 | Los Angeles County, California",6,37,"06045 | Mendocino County, California",6,45,Estimate,25
"06039 | Madera County, California",6,39,"06061 | Placer County, California",6,61,Estimate,25
"06039 | Madera County, California",6,39,"06103 | Tehama County, California",6,103,Estimate,25
"06041 | Marin County, California",6,41,"06029 | Kern County, California",6,29,Estimate,25
"06043 | Mariposa County, California",6,43,"06061 | Placer County, California",6,61,Estimate,25
"06045 | Mendocino County, California",6,45,"06037 | Los Angeles County, California",6,37,Estimate,25
"06045 | Mendocino County, California",6,45,"06073 | San Diego County, California",6,73,Estimate,25
"06045 | Mendocino County, California",6,45,"06081 | San Mateo County, California",6,81,Estimate,25
"06045 | Mendocino County, California",6,45,"06089 | Shasta County, California",6,89,Estimate,25
